Configuration,Fitness
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7094666008897198
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7094666008897198
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7086119333229476
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.708507728791262
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7106230634747538
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7101447092832044
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.707970002250264
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7096301777708538
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7100108185767947
xo_prob=0.95_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7083101383046858
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.704870436724308
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7081740838829171
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7071174983988505
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7061267764103096
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7065371033909748
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7071174983988507
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7095686417060464
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7088138512402417
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7069495940869986
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.705657077080196
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7043942462481176
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7075278253795156
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7080380294611484
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7074597981686314
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7065754444271347
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7058886811722145
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7069495940869986
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7065009260701736
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7050108185767946
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7060992539509443
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7045303006698863
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.708099565525956
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7094666008897198
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7062693219781551
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7066326530612246
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7061629537311108
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7071811981790171
xo_prob=0.63_mut_prob=0.61_xo=pmx_mut=prime_sel=tournament_selection,0.7066434716380191
